state,room_id,name,city,person_cap,bedrooms,bathrooms,amenities,reviews,prop_type,guests,star,avg_rating,min_nights,max_nights,price 
Minnesota,5435324,••↠ Sunny Cottage Apt ↞••,White Bear Lake,4,2,1.0,"Wifi,Kitchen,Heating",215,Entire apartment,4 guests,5.0,4.83,1,1125,84.0
Minnesota,16564883,NE Charmer!,Minneapolis,6,3,1.0,"Wifi,Kitchen,Heating",211,Entire apartment,6 guests,5.0,4.88,1,1125,55.0
Minnesota,3409877,The Garden Caravan,Minneapolis,2,0,1.5,"Wifi,Heating",326,Entire place,2 guests,5.0,4.92,1,3,68.0
Minnesota,4555871,GREEN home near light rail &amp; river!,Minneapolis,4,2,1.0,"Wifi,Kitchen,Heating,Indoor fireplace",265,Private room in house,4 guests,5.0,4.94,1,30,55.0
Minnesota,5430096,"Charming suite, great location",Northfield,3,2,1.0,"Wifi,Heating,Indoor fireplace",271,Entire apartment,3 guests,5.0,4.95,1,1125,100.0
Minnesota,14899356,Beaver Bay with Great Lake Superior View,Beaver Bay,4,1,1.0,"Kitchen,Heating",155,Entire guest suite,4 guests,5.0,4.95,2,7,99.0
Minnesota,4854087,Cozy top floor with a great view,Saint Paul,2,1,1.5,"Wifi,Kitchen,Heating,Indoor fireplace",233,Private room in bungalow,2 guests,5.0,4.81,1,1125,49.0
Minnesota,22275567,Downtown Mpls Retreat 4bdrm/8beds/2bths Sleeps 12,Minneapolis,12,8,2.0,"Wifi,Kitchen,Heating",79,Entire house,12 guests,5.0,4.78,2,1124,199.0
Minnesota,16374522,Huge log cabin at Leech Lake... sleeps 12+!,Walker,12,10,2.0,"Wifi,Kitchen,Heating,Indoor fireplace",58,Entire cabin,12 guests,5.0,4.95,1,1125,225.0
Minnesota,18869074,Grand NE Charmer,Minneapolis,7,4,1.0,"Wifi,Kitchen,Heating",207,Entire apartment,7 guests,5.0,4.91,1,1125,55.0
Minnesota,22216172,Luxurious Studio Apartment Downtown St Paul,Saint Paul,2,1,1.0,"Wifi,Kitchen,Heating",198,Entire apartment,2 guests,5.0,4.77,1,90,89.0
Minnesota,17463979,"Hop off Light Rail to home, UofM, DT Mpls!",Minneapolis,6,2,1.0,"Wifi,Kitchen,Heating",206,Entire apartment,6 guests,5.0,4.94,1,1125,84.0
Minnesota,21252657,Studio Apartment Downtown St. Paul,Saint Paul,2,1,1.0,"Wifi,Kitchen,Heating",230,Entire apartment,2 guests,5.0,4.85,1,120,84.0
Minnesota,14590164,Lyn-Lake Loft,Minneapolis,4,2,1.0,"Wifi,Kitchen,Heating",161,Entire apartment,4 guests,5.0,4.77,1,1125,179.0
Minnesota,12733763,Silver Creek Cottage near Two Harbors,Two Harbors,4,1,1.0,"Wifi,Kitchen,Heating",155,Entire guesthouse,4 guests,5.0,4.86,1,1125,125.0
Minnesota,24282817,"Large Home EASY DRIVE to Winery, Mayo, Lanesboro",Spring Valley,14,8,2.5,"Wifi,Kitchen,Heating",81,Entire house,14 guests,5.0,4.86,2,21,88.0
Minnesota,22792775,Private/5bed/3bath/3story/Host 16+/HotTub/3600sf,Minneapolis,16,9,3.0,"Wifi,Kitchen,Heating",92,Entire house,16+ guests,5.0,4.77,1,1125,102.0
Minnesota,27635019,"Country Home, Campfire, Spacious Yard, &amp; Birding!",Eveleth,15,7,1.0,"Wifi,Kitchen,Heating",93,Entire house,15 guests,5.0,4.92,1,1125,90.0
Minnesota,2441,"Cozy Artist’s Abode, ENTIRE Home-Wifi,NetFlix +",Minneapolis,5,1,1.0,"Wifi,Kitchen,Heating",230,Entire house,5 guests,5.0,4.76,1,120,85.0
Minnesota,14490809,Fabulous MPLS Townhome-- Large Groups--Very Nice!,Minneapolis,16,11,2.5,"Wifi,Kitchen,Heating,Indoor fireplace",100,Entire townhouse,16+ guests,5.0,4.92,2,1125,200.0
Minnesota,4672390,French 2nd Empire Mansion - Wedding HQ and 4 Baths,Saint Paul,11,7,4.0,"Wifi,Kitchen,Heating",146,Entire house,11 guests,5.0,4.88,2,29,297.0
Minnesota,505750,Linden Hills 4-BR/3-bath home,Minneapolis,8,5,2.5,"Wifi,Kitchen,Heating,Indoor fireplace",215,Entire house,8 guests,5.0,4.94,2,1125,225.0
Minnesota,7011150,Pillsbury Mansion,Minneapolis,2,1,1.0,"Wifi,Kitchen,Heating",293,Private room in guest suite,2 guests,5.0,4.92,1,1125,95.0
Minnesota,1717264,Beautiful lake home on Mille Lacs,Isle,10,5,2.5,"Wifi,Kitchen,Heating,Indoor fireplace",101,Entire house,10 guests,5.0,4.9,2,60,265.0
Minnesota,28681490,Charming Creekside Guesthouse.  No cleaning fee!,Clear Lake,4,1,1.0,"Wifi,Kitchen,Heating",47,Entire guesthouse,4 guests,5.0,5.0,1,1125,79.0
Minnesota,21095691,Penthouse Retreat-Near Downtown Winona!,Winona,2,1,1.0,"Wifi,Kitchen,Heating",159,Entire loft,2 guests,5.0,4.99,1,1125,50.0
Minnesota,27734977,"Mökki Dwelling by the Dock – ""Unplugged""",Grand Marais,2,1,0.5,"Kitchen,Heating,Indoor fireplace",36,Entire cabin,2 guests,4.5,4.72,2,1125,89.0
Minnesota,25097649,Experience Duluth Arts in the Duluth Makers Loft,Duluth,2,1,1.0,"Wifi,Kitchen,Heating,Indoor fireplace",62,Entire loft,2 guests,5.0,4.94,2,1125,120.0
Minnesota,6659752,Hope Glen Farm Corn Crib Villa,Cottage Grove,4,1,1.0,"Wifi,Kitchen,Heating,Indoor fireplace",84,Entire guesthouse,4 guests,5.0,4.9,1,1125,109.0
Minnesota,25870623,Hotel Pikku Suite Two : Self Check-in,Duluth,2,1,1.0,"Wifi,Heating",143,Room in boutique hotel,2 guests,5.0,4.96,1,30,110.0
Minnesota,22467545,Fall Sale/River Cabin/$69 per night/Dog friendly,Pine City,5,3,1.0,"Wifi,Kitchen,Heating,Indoor fireplace",54,Entire cabin,5 guests,5.0,4.83,1,1125,69.0
Minnesota,6628681,The  Green Gate Log Cabin,Biwabik,2,1,1.0,"Kitchen,Heating,Indoor fireplace",72,Entire cabin,2 guests,5.0,4.97,2,1125,139.0
Minnesota,29881070,"Cozy, comfy 1 BR apartment. Only 4 blocks to Mayo",Rochester,2,1,1.0,"Wifi,Kitchen,Heating,Indoor fireplace",38,Entire apartment,2 guests,4.5,4.61,3,1125,45.0
Minnesota,16603657,Modern &amp; Unique One Bedroom Loft-Downtown Winona!,Winona,2,1,1.0,"Wifi,Kitchen,Heating",180,Entire apartment,2 guests,5.0,4.99,1,1125,50.0
Minnesota,17864154,Summer Paradise on the Whitefish Chain of Lakes,Crosslake,5,3,1.0,"Kitchen,Heating",68,Entire cabin,5 guests,5.0,4.99,2,1125,150.0
Minnesota,17574265,Beautiful In-law Suite on a Small Private Lake,North Branch,4,2,1.0,"Wifi,Kitchen,Heating,Indoor fireplace",142,Entire guest suite,4 guests,5.0,4.92,1,28,80.0
Minnesota,39478491,Stylish + Modern 2BR Apt in Downtown East,Minneapolis,6,2,2.0,"Wifi,Kitchen,Heating",20,Entire apartment,6 guests,4.5,4.6,1,180,69.0
Minnesota,18853888,"""Pirate Ship""
Modern Live-Aboard
Mississippi River",Saint Paul,6,3,2.0,"Kitchen,Heating,Indoor fireplace",78,Boat,6 guests,5.0,4.9,1,1125,350.0
Minnesota,22485543,Deacon's Lodge Golf: Overlooking Pelican Lake,Pequot Lakes,16,9,2.5,"Wifi,Kitchen,Heating,Indoor fireplace",19,Entire cabin,16+ guests,4.5,4.47,2,1125,156.0
Minnesota,29790261,Cedarwood Hideaway,Two Harbors,4,2,0.0,"Kitchen,Heating,Indoor fireplace",65,Entire cabin,4 guests,5.0,4.95,2,30,74.0
Minnesota,3907568,Lake Get-Away - Private Entrance,Marine on St. Croix,2,2,1.0,"Wifi,Kitchen,Heating,Indoor fireplace",112,Entire guest suite,2 guests,5.0,4.91,1,6,99.0
Minnesota,28310009,Hotel Pikku Suite Three : Self Check-in,Duluth,2,2,1.0,"Wifi,Kitchen,Heating",104,Room in boutique hotel,2 guests,5.0,4.97,1,30,120.0
Minnesota,11827156,Eco-home on Pitcher Pond,Duluth,6,3,2.0,"Wifi,Kitchen,Heating,Indoor fireplace",4,Entire house,6 guests,5.0,5.0,5,10,99.0
Minnesota,28310674,Hotel Pikku Suite One : Self Check-in,Duluth,2,1,1.0,"Wifi,Kitchen,Heating",114,Room in boutique hotel,2 guests,5.0,4.96,1,30,120.0
Minnesota,39717380,Designer Downtown 1BR Apt,Minneapolis,4,1,1.0,"Wifi,Kitchen,Heating,Indoor fireplace",10,Entire apartment,4 guests,4.5,4.4,1,180,59.0
Minnesota,28310674,Hotel Pikku Suite One : Self Check-in,Duluth,2,1,1.0,"Wifi,Kitchen,Heating",114,Room in boutique hotel,2 guests,5.0,4.96,1,30,120.0
Minnesota,39717380,Designer Downtown 1BR Apt,Minneapolis,4,1,1.0,"Wifi,Kitchen,Heating,Indoor fireplace",10,Entire apartment,4 guests,4.5,4.4,1,180,59.0
Minnesota,15060259,"More than “The Shed""! at the lake",Excelsior,2,1,1.0,"Wifi,Heating,Indoor fireplace",46,Entire guesthouse,2 guests,5.0,4.78,2,14,99.0
Minnesota,1975228,Spacious Corporate Apartment w/ all necessities,Minneapolis,3,2,1.0,"Wifi,Kitchen,Heating",1,Entire apartment,3 guests,None,None,60,1125,55.0
Minnesota,3568799,Authentic 1868 hand-hewn log cabin,Finland,4,3,0.0,"Kitchen,Heating,Indoor fireplace",77,Entire cabin,4 guests,5.0,5.0,3,365,155.0
Minnesota,17829180,"Kendall's Place
Duluth, MN near
Lake Superior",Duluth,3,4,1.0,"Wifi,Heating",146,Entire guest suite,3 guests,5.0,4.86,1,6,98.0
Minnesota,24734776,North Ridge Chalet-Potato lake-INDOOR POOL!,Park Rapids,8,4,1.0,"Wifi,Kitchen,Heating",78,Entire chalet,8 guests,5.0,4.95,2,30,99.0
Minnesota,32425723,Colyear House on the Lake,Duluth,6,2,1.0,"Wifi,Kitchen,Heating",69,Entire apartment,6 guests,5.0,4.97,1,30,80.0
Minnesota,14299856,1889 Farmhouse Apartment,Cologne,4,3,1.0,"Wifi,Kitchen,Heating",104,Entire cottage,4 guests,5.0,4.96,1,1125,99.0
Minnesota,18264032,Rustic Deer Lake Boathouse ‘Glamping’ perfection!,Buffalo,2,1,1.0,"Wifi,Heating,Indoor fireplace",90,Entire guesthouse,2 guests,5.0,4.94,1,7,87.0
Minnesota,6939592,Authentic log cabin on river bank.,Baudette,6,4,1.0,"Kitchen,Heating",75,Entire house,6 guests,5.0,4.96,2,1125,55.0
Minnesota,35236276,Kingsbury Creek Vacation Space 2 = Warm &amp; Inviting,Proctor,4,2,1.0,"Wifi,Kitchen,Heating",53,Entire apartment,4 guests,5.0,4.74,1,1125,80.0
Minnesota,21275849,!NEW! RENOVATED 3 BED HOME MINUTES FROM EVERYTHING,Minneapolis,7,3,1.0,"Wifi,Kitchen,Heating",2,Entire house,7 guests,None,None,21,1125,110.0
Minnesota,12199697,Homey Rm &amp; Bath w/Priv Ent+Deck,Saint Paul,2,1,1.0,"Wifi,Heating",131,Private room in house,2 guests,5.0,4.98,2,14,36.0
Minnesota,16193506,"One bedroom in peaceful, quiet house",Minneapolis,2,1,1.0,"Wifi,Kitchen,Heating",29,Private room in house,2 guests,5.0,4.89,5,1125,29.0
Minnesota,39486115,Updated 1BR Apt near the Mississippi River,Minneapolis,4,1,1.0,"Wifi,Kitchen,Heating",6,Entire apartment,4 guests,5.0,5.0,1,180,59.0
Minnesota,3471225,Quiet and tranquil lake cabin,Perham,5,4,1.0,"Wifi,Kitchen",80,Entire house,5 guests,5.0,4.86,2,14,120.0
Minnesota,13763799,Pelican Lake Guest Cabin Beach Bar Dock Palm Tree,Pequot Lakes,2,1,1.0,"Wifi,Heating",70,Entire guesthouse,2 guests,5.0,4.87,1,1125,99.0
Minnesota,15357434,SWEET LOWER LEVEL BED &amp; BATH (to yourself),Hugo,2,1,1.0,"Wifi,Heating",208,Private room in townhouse,2 guests,5.0,5.0,1,6,35.0
Minnesota,22924018,Minneapolis Home - 5 miles from Downtown,Minneapolis,4,2,1.0,"Wifi,Kitchen,Heating",69,Entire house,4 guests,5.0,4.86,3,14,68.0
Minnesota,30708844,Enjoy Cozy &amp; Comfortable Stay ★ Close to Downtown,Minneapolis,2,1,2.0,"Wifi,Kitchen,Heating",96,Private room in house,2 guests,5.0,4.84,1,5,18.0
Minnesota,15253824,Frank Lloyd Wright Inspired Lake Home Unique Space,Park Rapids,16,9,3.0,"Wifi,Kitchen,Heating,Indoor fireplace",35,Entire house,16+ guests,5.0,4.85,1,1125,297.0
Minnesota,20919080,The Ugly Quilt Inn,Duluth,2,1,1.0,"Wifi,Heating",156,Private room in house,2 guests,4.5,4.67,1,7,32.0
Minnesota,862153,Our Studio,Big Lake,3,2,1.0,"Wifi,Kitchen,Heating",86,Entire guest suite,3 guests,5.0,4.99,2,30,70.0
Minnesota,24894630,Clean and comfortable room in quiet neighborhood.,Minneapolis,1,1,1.5,"Wifi,Kitchen,Heating",45,Private room in townhouse,1 guest,5.0,4.84,2,30,25.0
Minnesota,39579962,Fashionable 1 BR Apt near the Mississippi River,Minneapolis,4,1,1.0,"Wifi,Kitchen,Heating",7,Entire apartment,4 guests,5.0,5.0,1,180,59.0
Minnesota,6043639,Winter in a Classic Cabin - Strawberry Lake Cabin,Ogema,4,2,1.0,"Wifi,Kitchen,Heating",44,Entire cabin,4 guests,5.0,4.95,2,1125,130.0
Minnesota,30320229,"NEW! 'Loon Lake Lodge' w/ Dock, Sauna &amp; Hot Tub!",Pequot Lakes,12,4,2.0,"Wifi,Kitchen",12,Entire cabin,12 guests,4.5,4.33,2,1125,183.0
Minnesota,12543216,Eagles Nest is an awe inspiring log home in Tofte that will make you feel like you are living on top of the world.,Tofte,11,6,2.5,"Kitchen,Heating,Indoor fireplace",10,Entire house,11 guests,5.0,5.0,3,30,253.0
Minnesota,19943223,1621 Manor House,Duluth,4,2,1.0,"Wifi,Kitchen,Heating",51,Entire apartment,4 guests,5.0,4.9,2,1125,81.0
Minnesota,27262778,North Shore Lake House-,Faribault,6,3,1.0,"Kitchen,Heating,Indoor fireplace",11,Entire cottage,6 guests,5.0,4.9,2,30,75.0
Minnesota,22790176,☀️2 Cabins by Crosslake - Sandy Beach 🏖,Pequot Lakes,13,9,3.0,"Wifi,Kitchen,Heating,Indoor fireplace",23,Entire cabin,13 guests,5.0,5.0,4,10,275.0
Minnesota,22598819,The Horizon- Life as Art,Grand Marais,6,3,2.0,"Wifi,Kitchen,Heating,Indoor fireplace",50,Entire house,6 guests,5.0,4.98,2,1125,179.0
Minnesota,36787383,Newly Remodeled Lakefront A Frame,Battle Lake,10,6,2.0,"Kitchen,Heating",7,Entire cabin,10 guests,5.0,5.0,2,1125,135.0
Minnesota,2720490,Private living space. Walking distance to shops.,Eden Prairie,2,0,1.0,"Wifi,Heating,Indoor fireplace",151,Private room in house,2 guests,5.0,4.93,2,360,45.0
Minnesota,28011585,2bd/2ba master corner suite MPLS,Minneapolis,7,2,2.0,"Wifi,Kitchen,Heating,Indoor fireplace",109,Entire condominium,7 guests,5.0,4.76,1,27,50.0
Minnesota,22043527,Maple Hill Lodge Main Level #18,Annandale,8,4,1.5,"Wifi,Kitchen,Heating",32,Entire house,8 guests,4.5,4.7,6,60,57.0
Minnesota,20678834,Farmington Townhome,Farmington,2,1,1.5,"Wifi,Kitchen,Heating,Indoor fireplace",88,Entire house,2 guests,5.0,4.92,1,1125,60.0
Minnesota,35095576,Kingsbury Creek Vacation Space 1 = Open &amp; Airy,Proctor,4,2,1.0,"Wifi,Kitchen,Heating,Indoor fireplace",36,Entire apartment,4 guests,5.0,4.78,1,1125,90.0
Minnesota,25572953,The Cabin,Nisswa,2,1,1.0,"Wifi,Kitchen,Heating",59,Entire guesthouse,2 guests,4.5,4.71,1,30,95.0
Minnesota,26165965,Cabin on Rice Lake/Mississippi River - OLE,Brainerd,4,1,1.0,"Wifi,Kitchen,Heating,Indoor fireplace",50,Entire cabin,4 guests,5.0,4.78,2,30,69.0
Minnesota,13126566,Eagle's View Cottage,Fifty Lakes,4,2,1.0,"Kitchen,Heating",64,Entire cabin,4 guests,5.0,4.81,2,1125,125.0
Minnesota,28914898,Beautifully Renovated  Rambler in Bloomington,Bloomington,4,2,1.5,"Wifi,Kitchen,Heating",3,Entire house,4 guests,5.0,5.0,5,1125,45.0
Minnesota,16480984,Lemonade Springs,Finland,4,4,1.0,"Wifi,Kitchen,Heating",65,Entire cabin,4 guests,5.0,4.89,1,30,135.0
Minnesota,19952682,Wolf Cabin on Wolf Lake,Cass Lake,6,3,1.0,"Wifi,Kitchen,Heating,Indoor fireplace",45,Entire cabin,6 guests,5.0,4.75,1,1125,112.0
Minnesota,21379879,Country Cottage + movie theatre + lake view + SPA!,Fergus Falls,4,1,1.0,"Wifi,Kitchen,Heating",63,Entire guesthouse,4 guests,5.0,4.98,1,10,69.0
Minnesota,20283318,The Rustic Granary,Montrose,4,3,1.0,Heating,77,Farm stay,4 guests,5.0,4.99,1,30,110.0
Minnesota,12583399,"Superior Reflections 2 is a quiet little spot in Shroeder on gorgeous, stone Lake Superior shoreline near Temperance River.",Schroeder,2,1,1.0,"Kitchen,Heating",0,Entire cabin,2 guests,None,None,2,30,136.0
Minnesota,21174698,Eclectic Northeast Duplex Unit,Minneapolis,4,1,1.0,"Wifi,Kitchen,Heating",18,Entire house,4 guests,4.5,4.72,5,90,89.0
Minnesota,13814474,Bunk 3B - Downtown Minneapolis Hostel,Minneapolis,1,1,1.5,"Wifi,Kitchen,Heating",148,Room in hostel,1 guest,4.5,4.59,1,999,19.0
Minnesota,21562217,Augusta Apartment,Paynesville,4,3,1.0,"Wifi,Kitchen,Heating",25,Entire apartment,4 guests,5.0,4.88,1,1125,49.0
Minnesota,36307633,Quiet cabin in the woods,Holyoke,6,1,1.0,Kitchen,12,Entire cabin,6 guests,4.5,4.58,2,1125,60.0
Minnesota,37902896,Dunrovin Retreat Center River Cabin,Marine on Saint Croix,3,2,1.0,"Wifi,Kitchen,Heating,Indoor fireplace",7,Entire cabin,3 guests,5.0,4.86,2,1125,85.0
Minnesota,17824396,Hottah Suite on Scenic Drive.,Two Harbors,4,2,1.0,"Wifi,Kitchen,Heating",204,Entire apartment,4 guests,5.0,4.89,1,1125,100.0
Minnesota,15008642,Lake Sylvia Lodge,South Haven,9,5,2.5,"Wifi,Kitchen,Heating,Indoor fireplace",100,Entire house,9 guests,5.0,4.94,2,30,145.0
Minnesota,27652451,"Highway 61 Revisited is a spacious vacation rental home located on the shore of Lake Superior between Two Harbors and Beaver Bay, MN.",Two Harbors,6,3,1.0,"Kitchen,Heating,Indoor fireplace",1,Entire house,6 guests,None,None,2,30,268.0
Minnesota,14239494,Little House on the Range,Chisholm,2,1,1.0,"Wifi,Kitchen,Heating",43,Entire house,2 guests,5.0,4.95,2,45,62.0
Minnesota,12934697,Home Away From Home Master Bed/Bath Whole Home,Duluth,2,1,1.0,"Wifi,Kitchen,Heating",75,Entire house,2 guests,5.0,4.93,1,1125,65.0
Minnesota,33150388,Countryside Carriage House of Chaska Farmhouse,Chaska,3,2,1.0,"Wifi,Heating",31,Entire guesthouse,3 guests,5.0,4.94,2,21,72.0
Minnesota,17859937,Home Away From Home-10 minute drive to Mayo Clinic,Rochester,2,1,1.0,"Wifi,Kitchen,Heating,Indoor fireplace",102,Entire apartment,2 guests,5.0,4.98,2,1125,49.0
Minnesota,28561754,Gull Chain Beach House on Perfect Sand Beach,Brainerd,4,1,1.0,"Wifi,Kitchen,Heating",15,Entire guesthouse,4 guests,5.0,4.87,2,30,149.0
Minnesota,26491346,Wellsprings Farm- Prairie Dome Hermitage,Annandale,6,4,1.0,"Wifi,Kitchen,Heating,Indoor fireplace",24,Farm stay,6 guests,5.0,5.0,1,30,65.0
Minnesota,22816898,The Aurora- Life as Art.,Grand Marais,4,2,1.0,"Wifi,Kitchen,Heating,Indoor fireplace",38,Entire house,4 guests,5.0,4.92,2,1125,186.0
Minnesota,29564016,Hummingbird Nest,Grand Marais,2,1,1.0,"Wifi,Heating",38,Room in boutique hotel,2 guests,4.5,4.61,2,90,89.0
Minnesota,38211389,Portage House: A Canoeists` Paradise,Grand Marais,4,2,1.0,"Kitchen,Heating",0,Entire house,4 guests,None,None,3,30,90.0
Minnesota,30926543,Camp Wenonah Yurt,Winona,10,0,0.5,"Kitchen,Heating,Indoor fireplace",26,Yurt,10 guests,5.0,4.8,1,1125,65.0
Minnesota,21022307,Lofted Cabin on a Private Peninsula - Cabin 2,Grand Rapids,4,3,1.0,"Wifi,Kitchen,Heating,Indoor fireplace",44,Entire cabin,4 guests,5.0,4.95,2,1125,80.0
Minnesota,20763462,Amazing Lakefront Home on Leech Lake,Walker,6,3,2.0,"Wifi,Kitchen,Heating",42,Entire house,6 guests,5.0,4.95,2,30,99.0
Minnesota,23164325,47degrees BnB,Knife River,2,1,1.0,"Wifi,Kitchen,Heating,Indoor fireplace",84,Entire apartment,2 guests,5.0,4.93,1,1125,89.0
Minnesota,15322002,Ripple River: Log Home on the Snake River,Pine City,2,1,1.0,"Kitchen,Heating,Indoor fireplace",58,Entire cabin,2 guests,5.0,4.98,3,365,159.0
Minnesota,26997907,Cozy Log Cabin in the Woods,Randall,13,7,2.0,"Wifi,Kitchen,Heating",43,Entire cabin,13 guests,5.0,4.86,2,1125,189.0
Minnesota,23583860,Glidesdale Manor ❆ Roscoe Condo,Minneapolis,8,8,1.0,"Wifi,Kitchen,Heating",104,Entire apartment,8 guests,5.0,4.75,2,27,65.0
Minnesota,20763462,Amazing Lakefront Home on Leech Lake,Walker,6,3,2.0,"Wifi,Kitchen,Heating",42,Entire house,6 guests,5.0,4.95,2,30,99.0
Minnesota,23164325,47degrees BnB,Knife River,2,1,1.0,"Wifi,Kitchen,Heating,Indoor fireplace",84,Entire apartment,2 guests,5.0,4.93,1,1125,89.0
Minnesota,15322002,Ripple River: Log Home on the Snake River,Pine City,2,1,1.0,"Kitchen,Heating,Indoor fireplace",58,Entire cabin,2 guests,5.0,4.98,3,365,159.0
Minnesota,26997907,Cozy Log Cabin in the Woods,Randall,13,7,2.0,"Wifi,Kitchen,Heating",43,Entire cabin,13 guests,5.0,4.86,2,1125,189.0
Minnesota,23583860,Glidesdale Manor ❆ Roscoe Condo,Minneapolis,8,8,1.0,"Wifi,Kitchen,Heating",104,Entire apartment,8 guests,5.0,4.75,2,27,65.0
Minnesota,21922040,Laughing Waters,Minneapolis,4,2,1.5,"Wifi,Kitchen,Heating",58,Private room in house,4 guests,5.0,5.0,1,21,31.0
Minnesota,24557507,At Home in Minnesota,Rochester,2,1,1.0,"Wifi,Heating",127,Private room in house,2 guests,5.0,4.99,1,7,30.0
Minnesota,13361248,Lakeside Cabin with Plenty of Privacy,Underwood,6,3,1.0,"Kitchen,Heating",47,Tiny house,6 guests,4.5,4.6,3,1125,110.0
Minnesota,17713960,Elegant &amp; Spacious Townhome w/ garage,Woodbury,8,2,2.0,"Wifi,Kitchen,Heating,Indoor fireplace",103,Entire townhouse,8 guests,5.0,4.96,2,60,72.0
Minnesota,19154377,Doorstep to the North Shore,Two Harbors,8,5,3.0,"Wifi,Kitchen,Heating,Indoor fireplace",135,Entire house,8 guests,5.0,4.86,2,1125,109.0
Minnesota,1796752,Asahi Loft of Harmony,Harmony,2,1,1.0,"Wifi,Kitchen,Heating,Indoor fireplace",61,Entire loft,2 guests,5.0,5.0,2,1125,125.0
Minnesota,30907857,Retreat to The Woods- 10 miles from downtown,Duluth,12,6,3.5,"Wifi,Kitchen,Heating,Indoor fireplace",35,Entire house,12 guests,5.0,4.91,3,30,325.0
Minnesota,19845167,Glass Master Suite Sunroom,Holdingford,2,1,1.0,"Wifi,Heating",65,Farm stay,2 guests,5.0,4.82,1,30,89.0
Minnesota,2227164,Comfortable Corporate Apt - underground parking!,Minnetonka,4,2,2.0,"Wifi,Kitchen,Heating",4,Entire apartment,4 guests,5.0,5.0,3,1125,100.0
Minnesota,21231803,Huge private bed and bath,Circle Pines,2,1,1.0,"Wifi,Heating,Indoor fireplace",68,Private room in house,2 guests,5.0,4.94,2,1125,30.0
Minnesota,3277237,The Sweet Spot,Minneapolis,4,2,1.0,"Wifi,Kitchen,Heating",183,Entire house,4 guests,5.0,4.92,2,15,89.0
Minnesota,18877201,Relaxing Rural Home,Minnesota City,2,1,1.0,"Wifi,Kitchen,Heating",110,Entire house,2 guests,5.0,4.95,1,1125,45.0
Minnesota,19049888,Private room in welcoming home near Minneapolis!,Coon Rapids,2,1,1.0,"Wifi,Kitchen,Heating",55,Private room in townhouse,2 guests,5.0,4.87,2,5,25.0
Minnesota,13313104,Hungry Hippie Hostel Room #4,Grand Marais,2,1,2.0,"Wifi,Kitchen,Heating",164,Private room in hostel,2 guests,5.0,4.95,1,1125,59.0
Minnesota,10496302,Warm home with a glorious view!,Chaska,2,1,1.0,"Wifi,Kitchen,Heating,Indoor fireplace",276,Private room in house,2 guests,5.0,4.96,1,1125,40.0
Minnesota,8608721,The Charming Farmhouse,Mankato,4,3,1.0,"Wifi,Kitchen,Heating,Indoor fireplace",53,Entire house,4 guests,5.0,4.81,1,1125,108.0
Minnesota,20209579,Solitude on Loon Lake,Grand Marais,6,4,1.0,"Wifi,Kitchen,Heating,Indoor fireplace",18,Entire cabin,6 guests,5.0,5.0,2,1125,150.0
Minnesota,25314743,Jersey farms,Floodwood,2,1,1.0,"Wifi,Kitchen,Heating",100,Entire guesthouse,2 guests,5.0,4.73,1,1125,85.0
Minnesota,32812607,Madison Loft,Minneapolis,3,2,1.0,"Wifi,Heating",51,Entire loft,3 guests,5.0,4.96,1,6,60.0
Minnesota,14532184,Authentic Minneapolis North Loop Loft,Minneapolis,4,2,1.0,"Wifi,Kitchen,Heating",35,Entire loft,4 guests,5.0,5.0,2,14,99.0
Minnesota,6645345,Yurt in Northwoods of MN,Puposky,2,1,1.0,Wifi,56,Private room in yurt,2 guests,5.0,4.76,1,1125,70.0
Minnesota,4887487,At Home On Eagle Lake,Duluth,2,1,1.0,"Wifi,Heating",165,Private room in house,2 guests,5.0,4.8,2,14,59.0
Minnesota,27469334,"ATV trails,fall leaves &amp; hiking.explore McGregor",McGregor,4,2,1.0,"Wifi,Kitchen,Heating",57,Entire cottage,4 guests,5.0,4.96,1,1125,85.0
Minnesota,26008215,Romantic lake-cabin getaway. Secluded and private.,Pennington,7,6,1.0,"Wifi,Kitchen,Heating,Indoor fireplace",50,Entire cabin,7 guests,5.0,4.96,2,1125,75.0
Minnesota,6382665,Nordeast is Beautiful Studio Apartment!!,Minneapolis,2,1,1.0,"Wifi,Kitchen,Heating",77,Entire guest suite,2 guests,5.0,4.96,2,14,85.0
Minnesota,20619742,Back 20: Private secluded tiny cabin,Utica,4,4,0.5,"Kitchen,Heating",29,Tiny house,4 guests,5.0,4.76,2,30,50.0
Minnesota,26329115,Whimsical condo in downtown Minneapolis,Minneapolis,1,1,1.0,"Wifi,Kitchen,Heating",144,Private room in condominium,1 guest,5.0,4.93,1,1125,40.0
Minnesota,8630682,Custom Home on Big Sauk Lake. All New Photos!!,Sauk Centre,12,8,2.0,"Wifi,Kitchen,Heating,Indoor fireplace",38,Entire cottage,12 guests,5.0,4.89,2,1125,300.0
Minnesota,17405561,"cottage on the lake, shower under the stars",Shoreview,4,2,0.5,"Wifi,Kitchen,Heating,Indoor fireplace",38,Entire cottage,4 guests,5.0,4.97,2,75,125.0
Minnesota,7358815,Cozy Lake Cottage - Gull Lake chain,Nisswa,2,1,1.0,"Kitchen,Heating",54,Entire cottage,2 guests,5.0,4.85,2,30,195.0
