state,room_id,name,city,person_cap,bedrooms,bathrooms,amenities,reviews,prop_type,guests,star,avg_rating,min_nights,max_nights,price 
California,20193224,"Rustic Chic Cabin Near Ski Resorts, Lake &amp; Village",Big Bear Lake,12,5,1.0,"Wifi,Kitchen,Free parking,Heating",211,Entire cabin,12 guests,4.5,4.7,1,1125,129.0
California,9091,2 Room SUPER Suite Disney Deal!,Fullerton,4,3,1.0,"Wifi,Kitchen,Free parking,Heating",613,Private room in guest suite,4 guests,4.5,4.65,1,28,45.0
California,2151481,Mineral King Guest House,Three Rivers,3,2,1.0,"Wifi,Kitchen,Free parking,Heating",570,Entire apartment,3 guests,5.0,4.95,1,14,131.0
California,400940,"Luxury Seaside Studio,  Pool",Los Angeles,3,1,1.0,"Wifi,Kitchen,Heating",430,Entire guesthouse,3 guests,4.5,4.71,1,365,109.0
California,631888,Cozy Lagunitas Nook,Lagunitas-Forest Knolls,2,1,1.0,"Wifi,Kitchen,Free parking,Heating",372,Entire cabin,2 guests,5.0,4.89,2,31,99.0
California,7882672,Mineral King Guesthouse,Three Rivers,2,2,1.0,"Wifi,Kitchen,Free parking,Heating",231,Entire cabin,2 guests,5.0,4.95,2,5,128.0
California,6080799,"Hear the Waves in a Sweet, Surfy Nest Steps from Ocean Beach",San Francisco,4,2,1.0,"Wifi,Kitchen,Heating",131,Entire apartment,4 guests,5.0,4.85,2,365,160.0
California,2302352,Cottage/Main Street Farmhouse,Napa,4,2,1.0,"Wifi,Kitchen,Free parking,Heating",675,Entire guesthouse,4 guests,5.0,4.92,1,1125,150.0
California,7746281,Near It All Garden Studio w Prking!,San Diego,2,1,1.0,"Wifi,Free parking,Heating",387,Entire guest suite,2 guests,5.0,4.85,1,21,30.0
California,19155141,Silicon Valley Studio Apartment,San Jose,3,2,1.0,"Wifi,Kitchen,Free parking,Heating",270,Entire apartment,3 guests,5.0,4.9,2,90,89.0
California,19309752,"Architectural gem w/ private hot tub, redwood views &amp; shared pools - 1 dog OK!",Sea Ranch,4,3,1.0,"Wifi,Kitchen,Free parking,Heating",66,Entire house,4 guests,5.0,4.89,2,28,188.0
California,21681203,"Walk to the Slopes from Modern Cabin with Hot Tub, Moonridge",Big Bear Lake,11,6,2.0,"Wifi,Kitchen,Free parking,Heating",164,Entire cabin,11 guests,5.0,4.85,2,100,299.0
California,19610253,Tiny luxury near Yosemite,Ahwahnee,4,0,1.0,"Wifi,Kitchen,Free parking,Heating",220,Tiny house,4 guests,5.0,4.98,2,8,99.0
California,4582759,Modern Lounge | Monthly,Santa Barbara,4,2,1.0,"Wifi,Kitchen,Free parking,Heating",760,Entire condominium,4 guests,5.0,4.92,30,30,135.0
California,305478,PRIVATE CENTRAL GUESTHOUSE - LOVELY,Los Angeles,3,2,1.0,"Wifi,Kitchen,Free parking,Heating",379,Entire guesthouse,3 guests,5.0,4.91,3,45,94.0
California,14016952,Look out over Little Italy from a Unique Urban Treehouse,San Diego,2,1,1.0,"Wifi,Kitchen,Heating",338,Entire loft,2 guests,5.0,4.98,1,14,139.0
California,13510329,Alpaca Ranch With Beautiful View,Paso Robles,2,1,1.0,"Wifi,Free parking,Heating",396,Private room in farm stay,2 guests,5.0,4.97,1,4,74.0
California,8672977,Walk to Snow Play! A few minutes from ski resort!,Big Bear,8,3,1.0,"Wifi,Kitchen,Free parking,Heating",316,Entire cabin,8 guests,5.0,4.91,1,28,89.0
California,13174675,Grand Suite in a beautiful villa with view,Laguna Hills,2,1,1.5,"Wifi,Kitchen,Free parking,Heating",307,Private room in house,2 guests,5.0,4.86,1,1125,73.0
California,6147840,Black Bears Den -Tahoe Mtn. Luxury,Tahoe City,2,1,1.0,"Wifi,Kitchen,Free parking,Heating",420,Entire apartment,2 guests,5.0,4.85,1,1125,125.0
California,2868115,VENICE BEACH STUDIO BY THE BEACH. Muscle Beach!, Venice Los Angeles,2,1,1.0,"Wifi,Kitchen,Heating",463,Entire apartment,2 guests,5.0,4.76,31,1125,80.0
California,17694144,A+ 3BED!! Steps to BEACH and BAY!!,San Diego,4,3,1.0,"Wifi,Kitchen,Heating",227,Entire house,4 guests,4.5,4.65,1,180,85.0
California,3884769,Venice Beach Cabana,Los Angeles,2,1,1.0,"Wifi,Heating",646,Entire guest suite,2 guests,5.0,4.78,1,1125,90.0
California,837121,Venice beach 1/2 block to ocean!,Venice,5,3,1.0,"Wifi,Kitchen,Free parking,Heating",404,Entire apartment,5 guests,4.5,4.61,31,1125,199.0
California,3561523,"Cozy Queen Size Bed, Newport Mesa,",Costa Mesa,2,0,1.0,"Wifi,Heating",665,Private room in cottage,2 guests,5.0,4.89,1,1125,48.0
California,62274,"charming, colorful, close to beach",San Diego,2,1,1.0,"Wifi,Free parking,Heating",540,Entire guesthouse,2 guests,5.0,4.78,2,30,59.0
California,39516,Art Studio Retreat/Rustic Cabin,San Diego,2,1,1.0,"Wifi,Kitchen,Heating",386,Tiny house,2 guests,5.0,4.89,3,7,74.0
California,8225167,Clean Private Hotel Alternative,Morro Bay,2,1,1.0,"Wifi,Free parking,Heating",809,Private room in house,2 guests,5.0,4.96,1,7,79.0
California,2546630,Big Trees Cabin,Santa Cruz,5,3,1.0,"Wifi,Kitchen,Free parking,Heating",340,Entire guesthouse,5 guests,5.0,4.87,2,14,111.0
California,8884184,"Tiny, Relaxing California Style Central Guest Home",San Diego,2,1,1.0,"Wifi,Kitchen,Heating",292,Entire guesthouse,2 guests,5.0,4.92,2,21,85.0
California,17484344,7 min to Disneyland,Anaheim,5,4,1.0,"Wifi,Kitchen,Free parking,Heating",271,Entire house,5 guests,5.0,4.78,1,1125,95.0
California,22816135,Charming Country Cottage w/ Outdoor BBQ &amp; Fire Pit,Cottonwood,3,2,1.0,"Wifi,Kitchen,Free parking,Heating",327,Entire guesthouse,3 guests,5.0,4.99,1,20,95.0
California,15006822,HIGHLAND PARK Private Guest House,Los Angeles,3,1,1.0,"Wifi,Heating",500,Entire guesthouse,3 guests,5.0,4.91,1,1125,100.0
California,633998,Quiet Peaceful Studio,Santa Ana,2,1,1.0,"Wifi,Kitchen,Free parking,Heating",698,Entire guesthouse,2 guests,5.0,4.95,1,30,82.0
California,14016952,Look out over Little Italy from a Unique Urban Treehouse,San Diego,2,1,1.0,"Wifi,Kitchen,Heating",338,Entire loft,2 guests,5.0,4.98,1,14,143.0
California,6156317,"""The Treehouse""/studio in the oaks",Avila Beach,3,2,1.0,"Wifi,Kitchen,Free parking,Heating",594,Entire cabin,3 guests,5.0,4.83,1,1125,134.0
California,13174675,Grand Suite in a beautiful villa with view,Laguna Hills,2,1,1.5,"Wifi,Kitchen,Free parking,Heating",307,Private room in house,2 guests,5.0,4.86,1,1125,73.0
California,6147840,Black Bears Den -Tahoe Mtn. Luxury,Tahoe City,2,1,1.0,"Wifi,Kitchen,Free parking,Heating",420,Entire apartment,2 guests,5.0,4.85,1,1125,125.0
California,2868115,VENICE BEACH STUDIO BY THE BEACH. Muscle Beach!, Venice Los Angeles,2,1,1.0,"Wifi,Kitchen,Heating",463,Entire apartment,2 guests,5.0,4.76,31,1125,80.0
California,17694144,A+ 3BED!! Steps to BEACH and BAY!!,San Diego,4,3,1.0,"Wifi,Kitchen,Heating",227,Entire house,4 guests,4.5,4.65,1,180,85.0
California,3884769,Venice Beach Cabana,Los Angeles,2,1,1.0,"Wifi,Heating",646,Entire guest suite,2 guests,5.0,4.78,1,1125,90.0
California,837121,Venice beach 1/2 block to ocean!,Venice,5,3,1.0,"Wifi,Kitchen,Free parking,Heating",404,Entire apartment,5 guests,4.5,4.61,31,1125,199.0
California,3561523,"Cozy Queen Size Bed, Newport Mesa,",Costa Mesa,2,0,1.0,"Wifi,Heating",665,Private room in cottage,2 guests,5.0,4.89,1,1125,48.0
California,62274,"charming, colorful, close to beach",San Diego,2,1,1.0,"Wifi,Free parking,Heating",540,Entire guesthouse,2 guests,5.0,4.78,2,30,59.0
California,39516,Art Studio Retreat/Rustic Cabin,San Diego,2,1,1.0,"Wifi,Kitchen,Heating",386,Tiny house,2 guests,5.0,4.89,3,7,74.0
California,8225167,Clean Private Hotel Alternative,Morro Bay,2,1,1.0,"Wifi,Free parking,Heating",809,Private room in house,2 guests,5.0,4.96,1,7,79.0
California,2546630,Big Trees Cabin,Santa Cruz,5,3,1.0,"Wifi,Kitchen,Free parking,Heating",340,Entire guesthouse,5 guests,5.0,4.87,2,14,111.0
California,8884184,"Tiny, Relaxing California Style Central Guest Home",San Diego,2,1,1.0,"Wifi,Kitchen,Heating",292,Entire guesthouse,2 guests,5.0,4.92,2,21,85.0
California,17484344,7 min to Disneyland,Anaheim,5,4,1.0,"Wifi,Kitchen,Free parking,Heating",271,Entire house,5 guests,5.0,4.78,1,1125,95.0
California,22816135,Charming Country Cottage w/ Outdoor BBQ &amp; Fire Pit,Cottonwood,3,2,1.0,"Wifi,Kitchen,Free parking,Heating",327,Entire guesthouse,3 guests,5.0,4.99,1,20,95.0
California,15006822,HIGHLAND PARK Private Guest House,Los Angeles,3,1,1.0,"Wifi,Heating",500,Entire guesthouse,3 guests,5.0,4.91,1,1125,100.0
California,633998,Quiet Peaceful Studio,Santa Ana,2,1,1.0,"Wifi,Kitchen,Free parking,Heating",698,Entire guesthouse,2 guests,5.0,4.95,1,30,82.0
California,14016952,Look out over Little Italy from a Unique Urban Treehouse,San Diego,2,1,1.0,"Wifi,Kitchen,Heating",338,Entire loft,2 guests,5.0,4.98,1,14,143.0
California,6156317,"""The Treehouse""/studio in the oaks",Avila Beach,3,2,1.0,"Wifi,Kitchen,Free parking,Heating",594,Entire cabin,3 guests,5.0,4.83,1,1125,134.0
California,13174675,Grand Suite in a beautiful villa with view,Laguna Hills,2,1,1.5,"Wifi,Kitchen,Free parking,Heating",307,Private room in house,2 guests,5.0,4.86,1,1125,73.0
California,6147840,Black Bears Den -Tahoe Mtn. Luxury,Tahoe City,2,1,1.0,"Wifi,Kitchen,Free parking,Heating",420,Entire apartment,2 guests,5.0,4.85,1,1125,125.0
California,2868115,VENICE BEACH STUDIO BY THE BEACH. Muscle Beach!, Venice Los Angeles,2,1,1.0,"Wifi,Kitchen,Heating",463,Entire apartment,2 guests,5.0,4.76,31,1125,80.0
California,17694144,A+ 3BED!! Steps to BEACH and BAY!!,San Diego,4,3,1.0,"Wifi,Kitchen,Heating",227,Entire house,4 guests,4.5,4.65,1,180,85.0
California,3884769,Venice Beach Cabana,Los Angeles,2,1,1.0,"Wifi,Heating",646,Entire guest suite,2 guests,5.0,4.78,1,1125,90.0
California,837121,Venice beach 1/2 block to ocean!,Venice,5,3,1.0,"Wifi,Kitchen,Free parking,Heating",404,Entire apartment,5 guests,4.5,4.61,31,1125,199.0
California,3561523,"Cozy Queen Size Bed, Newport Mesa,",Costa Mesa,2,0,1.0,"Wifi,Heating",665,Private room in cottage,2 guests,5.0,4.89,1,1125,48.0
California,62274,"charming, colorful, close to beach",San Diego,2,1,1.0,"Wifi,Free parking,Heating",540,Entire guesthouse,2 guests,5.0,4.78,2,30,59.0
California,39516,Art Studio Retreat/Rustic Cabin,San Diego,2,1,1.0,"Wifi,Kitchen,Heating",386,Tiny house,2 guests,5.0,4.89,3,7,74.0
California,8225167,Clean Private Hotel Alternative,Morro Bay,2,1,1.0,"Wifi,Free parking,Heating",809,Private room in house,2 guests,5.0,4.96,1,7,79.0
California,2546630,Big Trees Cabin,Santa Cruz,5,3,1.0,"Wifi,Kitchen,Free parking,Heating",340,Entire guesthouse,5 guests,5.0,4.87,2,14,111.0
California,8884184,"Tiny, Relaxing California Style Central Guest Home",San Diego,2,1,1.0,"Wifi,Kitchen,Heating",292,Entire guesthouse,2 guests,5.0,4.92,2,21,85.0
California,17484344,7 min to Disneyland,Anaheim,5,4,1.0,"Wifi,Kitchen,Free parking,Heating",271,Entire house,5 guests,5.0,4.78,1,1125,95.0
California,22816135,Charming Country Cottage w/ Outdoor BBQ &amp; Fire Pit,Cottonwood,3,2,1.0,"Wifi,Kitchen,Free parking,Heating",327,Entire guesthouse,3 guests,5.0,4.99,1,20,95.0
California,15006822,HIGHLAND PARK Private Guest House,Los Angeles,3,1,1.0,"Wifi,Heating",500,Entire guesthouse,3 guests,5.0,4.91,1,1125,100.0
California,633998,Quiet Peaceful Studio,Santa Ana,2,1,1.0,"Wifi,Kitchen,Free parking,Heating",698,Entire guesthouse,2 guests,5.0,4.95,1,30,82.0
California,14016952,Look out over Little Italy from a Unique Urban Treehouse,San Diego,2,1,1.0,"Wifi,Kitchen,Heating",338,Entire loft,2 guests,5.0,4.98,1,14,143.0
California,6156317,"""The Treehouse""/studio in the oaks",Avila Beach,3,2,1.0,"Wifi,Kitchen,Free parking,Heating",594,Entire cabin,3 guests,5.0,4.83,1,1125,134.0
California,11118704,"In oak grove, 8 min to Malibu beach",Calabasas,2,1,1.0,"Wifi,Kitchen,Free parking,Heating",313,Entire guest suite,2 guests,5.0,4.88,2,1125,110.0
California,17694144,A+ 3BED!! Steps to BEACH and BAY!!,San Diego,4,3,1.0,"Wifi,Kitchen,Heating",227,Entire house,4 guests,4.5,4.65,1,180,85.0
California,9653615,Tranquil Guesthouse Studio Retreat with Backyard Pool,Los Angeles,2,1,1.0,"Wifi,Kitchen,Free parking,Heating",289,Entire guesthouse,2 guests,5.0,4.97,2,14,140.0
California,6147840,Black Bears Den -Tahoe Mtn. Luxury,Tahoe City,2,1,1.0,"Wifi,Kitchen,Free parking,Heating",420,Entire apartment,2 guests,5.0,4.85,1,1125,125.0
California,8884184,"Tiny, Relaxing California Style Central Guest Home",San Diego,2,1,1.0,"Wifi,Kitchen,Heating",292,Entire guesthouse,2 guests,5.0,4.92,2,21,84.0
California,8885307,Riverview ~ Hot Tub &amp; Stunning Russian River Views,Monte Rio,5,2,1.5,"Wifi,Kitchen,Free parking,Heating",311,Entire cabin,5 guests,5.0,4.84,2,14,79.0
California,2868115,VENICE BEACH STUDIO BY THE BEACH. Muscle Beach!, Venice Los Angeles,2,1,1.0,"Wifi,Kitchen,Heating",463,Entire apartment,2 guests,5.0,4.76,31,1125,80.0
California,3884769,Venice Beach Cabana,Los Angeles,2,1,1.0,"Wifi,Heating",646,Entire guest suite,2 guests,5.0,4.78,1,1125,90.0
California,62274,"charming, colorful, close to beach",San Diego,2,1,1.0,"Wifi,Free parking,Heating",540,Entire guesthouse,2 guests,5.0,4.78,2,30,59.0
California,837121,Venice beach 1/2 block to ocean!,Venice,5,3,1.0,"Wifi,Kitchen,Free parking,Heating",404,Entire apartment,5 guests,4.5,4.61,31,1125,199.0
California,39516,Art Studio Retreat/Rustic Cabin,San Diego,2,1,1.0,"Wifi,Kitchen,Heating",386,Tiny house,2 guests,5.0,4.89,3,7,74.0
California,8225167,Clean Private Hotel Alternative,Morro Bay,2,1,1.0,"Wifi,Free parking,Heating",809,Private room in house,2 guests,5.0,4.96,1,7,79.0
California,3561523,"Cozy Queen Size Bed, Newport Mesa,",Costa Mesa,2,0,1.0,"Wifi,Heating",665,Private room in cottage,2 guests,5.0,4.89,1,1125,48.0
California,2546630,Big Trees Cabin,Santa Cruz,5,3,1.0,"Wifi,Kitchen,Free parking,Heating",340,Entire guesthouse,5 guests,5.0,4.87,2,14,111.0
California,6156317,"""The Treehouse""/studio in the oaks",Avila Beach,3,2,1.0,"Wifi,Kitchen,Free parking,Heating",595,Entire cabin,3 guests,5.0,4.83,1,1125,134.0
California,17484344,7 min to Disneyland,Anaheim,5,4,1.0,"Wifi,Kitchen,Free parking,Heating",272,Entire house,5 guests,5.0,4.78,1,1125,95.0
California,15006822,HIGHLAND PARK Private Guest House,Los Angeles,3,1,1.0,"Wifi,Heating",500,Entire guesthouse,3 guests,5.0,4.91,1,1125,100.0
California,1975701,Secluded luxury cottage &amp; hot tub,Kensington,2,2,1.0,"Wifi,Kitchen,Heating",309,Entire guesthouse,2 guests,5.0,4.93,2,32,111.0
Colorado,17875605,Mtn Cabin Tiny House with Epic View! 420 friendly!,Pine,2,1,1.0,"Hot tub,Wifi,Heating,Kitchen",278,Entire guesthouse,2 guests,5.0,4.96,1,5,75.0
Colorado,6333040,Historic Carriage House in Denver's Oldest Neighborhood,Denver,3,1,1.0,"Hot tub,Wifi,Heating,Kitchen",630,Entire guesthouse,3 guests,5.0,5.0,1,1125,99.0
Colorado,25551797,Characterful Base Camp in Old Colorado City,Colorado Springs,2,2,1.0,"Hot tub,Wifi,Heating,Kitchen",216,Entire guesthouse,2 guests,5.0,5.0,1,35,45.0
Colorado,953825,Deer Creek Log Cabin in Colorado!,Bailey,5,2,1.0,"Hot tub,Wifi,Heating,Kitchen",228,Entire cabin,5 guests,5.0,4.96,2,90,140.0
Colorado,7843605,❤️Capital Hill Loft Style Apt Hot Tub,Denver,4,2,1.0,"Hot tub,Wifi,Heating,Kitchen",473,Entire apartment,4 guests,4.5,4.63,1,1125,80.0
Colorado,30255388,Luxury CITY Denver Tiny Hause,Denver,2,2,1.0,"Wifi,Heating,Kitchen",112,Entire loft,2 guests,5.0,4.9,1,1125,99.0
Colorado,22408072,Snow Cross Tiny Home,Red Cliff,3,1,1.0,"Wifi,Heating,Kitchen",141,Tiny house,3 guests,5.0,4.94,2,1125,108.0
Colorado,21563924,Off-Grid Designer Tiny House on a Mountain Top!,Boulder,2,2,1.0,"Wifi,Heating,Kitchen",233,Tiny house,2 guests,5.0,4.85,1,31,144.0
Colorado,18139211,Mt. Rosalie Cabin in Bailey Colorado: 420 Okay.,Bailey,5,2,1.0,"Wifi,Heating,Kitchen",115,Entire cabin,5 guests,5.0,4.85,2,10,85.0
Colorado,18671485,Private Guesthouse - Live Like a Local,Englewood,3,1,1.0,"Wifi,Heating",239,Entire guesthouse,3 guests,5.0,4.86,2,20,50.0
Colorado,15817834,"Charming, Spacious South Denver Retreat",Denver,2,1,1.0,"Wifi,Heating",374,Entire guest suite,2 guests,5.0,4.89,1,29,50.0
Colorado,22106209,"Carriage House Fort, Walk to Downtown",Colorado Springs,2,1,1.0,"Wifi,Heating,Kitchen",279,Entire guesthouse,2 guests,5.0,4.96,1,12,51.0
Colorado,20412562,"Fawn Cabin, On 5 Private Acres With Hot Tub!",Florissant,4,3,1.0,"Hot tub,Wifi,Heating,Kitchen",140,Entire cabin,4 guests,5.0,4.94,2,7,150.0
Colorado,15132413,The Hygge Chalet and Sauna,Grant,4,2,1.0,"Wifi,Heating,Kitchen",249,Entire chalet,4 guests,5.0,4.99,2,1125,130.0
Colorado,5839043,Rocky Mountain Treehouse,Carbondale,6,3,1.0,"Hot tub,Heating,Kitchen",300,Treehouse,6 guests,5.0,4.81,2,30,150.0
Colorado,21626486,Marriott Streamside - Birch Vail - Studio sleeps 4,Vail,4,2,1.0,"Hot tub,Wifi,Heating,Kitchen",50,Entire resort,4 guests,5.0,4.86,1,7,61.0
Colorado,17386754,"Creekside Como cabin, offgrid, with amazing views!",Como,2,1,1.0,"Heating,Kitchen",191,Entire cabin,2 guests,5.0,4.94,2,1125,75.0
Colorado,4949917,BEST VIEWS AND HOT TUB NEAR NATIONAL PARK,Estes Park,4,2,1.0,"Hot tub,Wifi,Heating,Kitchen",401,Entire apartment,4 guests,5.0,4.9,1,28,69.0
Colorado,17569813,Kittredge Guest Suite,Kittredge,3,1,1.0,"Wifi,Heating",411,Entire guest suite,3 guests,5.0,4.96,1,1125,60.0
Colorado,8470671,Cabin #3 In the Heart of Grand Lake w/ HOT TUB!,Grand Lake,4,1,1.0,"Hot tub,Wifi,Heating,Kitchen",569,Entire cabin,4 guests,5.0,4.89,1,30,69.0
Colorado,9302894,Cabin #2 in the Heart of Grand Lake w/HOT TUB!,Grand Lake,2,1,1.0,"Hot tub,Wifi,Heating,Kitchen",590,Entire cabin,2 guests,5.0,4.86,1,1125,59.0
Colorado,9770909,Modern Home in the Art District,Denver,2,1,1.0,"Wifi,Heating,Kitchen",412,Entire house,2 guests,4.5,4.72,1,1125,65.0
Colorado,27271600,Bungalow B,Denver,4,2,1.0,"Wifi,Heating,Kitchen",156,Entire guesthouse,4 guests,5.0,4.82,1,1125,50.0
Colorado,4668769,"Ski In, Ski Out, Walk to town.",Breckenridge,4,1,2.0,"Hot tub,Wifi,Heating,Kitchen",165,Entire condominium,4 guests,5.0,4.82,1,1125,70.0
Colorado,9114774,Little cabin in the woods,Ward,2,1,0.5,"Wifi,Heating,Kitchen",508,Entire cabin,2 guests,5.0,4.95,1,7,52.0
Colorado,22719955,Tiny Home on a Mountain,Red Cliff,5,3,1.0,"Wifi,Heating,Kitchen",95,Tiny house,5 guests,5.0,4.94,2,1125,138.0
Colorado,14593779,"Mountain Views, Entertainment Galore!",Denver,4,1,1.0,"Hot tub,Wifi,Heating,Kitchen",297,Entire guest suite,4 guests,5.0,4.93,1,35,85.0
Colorado,4227723,Colorado Retreat - Amazing Views! Cabin Suite,Idaho Springs,4,3,1.0,"Wifi,Heating,Kitchen",439,Private room in cabin,4 guests,5.0,4.98,1,1125,61.0
Colorado,20920175,Charming Studio Apt w/ Jetted Tub &amp; Massage Chair,Denver,2,1,1.0,"Wifi,Heating",260,Entire apartment,2 guests,5.0,4.95,1,1124,54.0
Colorado,11717718,Claim Jumper Creekside Cabin | No Cleaning Fee!,Idaho Springs,4,3,1.0,"Wifi,Heating,Kitchen",312,Entire cabin,4 guests,5.0,4.9,1,1125,179.0
Colorado,10550960,Beautiful Cabin Million Dollar View and half house,Pine,4,1,1.0,"Wifi,Heating,Kitchen",170,Private room in cabin,4 guests,5.0,4.88,2,7,89.0
Colorado,1805878,Silver Pines Cottage,Breckenridge,9,6,3.0,"Hot tub,Wifi,Heating,Kitchen",211,Entire house,9 guests,5.0,4.85,1,1120,119.0
Colorado,18396674,Colorado Bear Themed Private Room (420 friendly),Colorado Springs,3,1,1.0,"Wifi,Heating,Kitchen",272,Private room in house,3 guests,5.0,4.85,1,7,32.0
Colorado,15827979,Bighorn Lodge- Sputnik Suite-Ski haven!,Silverthorne,2,1,1.0,"Wifi,Heating",394,Entire guest suite,2 guests,5.0,4.96,1,30,79.0
Colorado,18396674,Colorado Bear Themed Private Room (420 friendly),Colorado Springs,3,1,1.0,"Wifi,Heating,Kitchen",272,Private room in house,3 guests,5.0,4.85,1,7,32.0
Colorado,1356589,"★☆Log Cabin w Hot Tub, BBQ &amp; Fire Pit on the River",Black Hawk,4,2,2.0,"Hot tub,Wifi,Heating,Kitchen",282,Entire cabin,4 guests,5.0,4.99,1,31,249.0
Colorado,8809213,Panoramic Post: Views &amp; Location!,Silverthorne,4,2,1.0,"Wifi,Heating",306,Entire guest suite,4 guests,5.0,4.95,2,15,65.0
Colorado,12627124,Sunny Mountain Retreat with Hot Tub,Carbondale,2,1,1.0,"Wifi,Heating,Kitchen",385,Entire guest suite,2 guests,5.0,4.95,1,30,80.0
Colorado,24826590,Mountainlicious Cabin! Incredible Location!No Fees,Pine,4,2,1.0,"Wifi,Heating,Kitchen",174,Entire cabin,4 guests,5.0,4.94,1,10,99.0
Colorado,12041326,Keystone Resort/ Private Studio Apt/Prime Location,Keystone,3,1,1.0,"Hot tub,Wifi,Heating,Kitchen",226,Entire apartment,3 guests,5.0,4.86,1,10,65.0
Colorado,19435120,Sanctuary Suite in City Hot Tub Congress Park,Denver,5,2,1.0,"Hot tub,Wifi,Heating,Kitchen",305,Entire guesthouse,5 guests,5.0,4.99,1,29,69.0
Colorado,9496966,"Sunny Penthouse in Capitol Hill, Uptown",Denver,6,2,2.0,"Wifi,Heating,Kitchen",344,Entire loft,6 guests,5.0,4.83,1,1125,119.0
Colorado,26339446,Find Yourself Steps from Town/Lifts in a King Studio Getaway,Breckenridge,2,1,1.0,"Hot tub,Wifi,Heating,Kitchen",171,Entire condominium,2 guests,5.0,4.99,1,12,59.0
Colorado,24207568,"RIVERSIDE 3BR CABIN W/ HOT TUB, WALK DOWNTOWN",Estes Park,6,4,2.0,"Wifi,Heating,Kitchen",97,Entire cabin,6 guests,5.0,4.91,1,28,107.0
Colorado,20423675,Downtown Old Colorado City with Panoramic Views,Colorado Springs,4,2,2.0,"Wifi,Heating,Kitchen",244,Entire apartment,4 guests,5.0,4.99,1,30,110.0
Colorado,20333588,Canyon Hideout Bungalow,Cortez,2,1,1.0,"Wifi,Heating,Kitchen",145,Tiny house,2 guests,5.0,5.0,2,1125,118.0
Colorado,7931953,Sunny Cottage in the Historic and Trendy LoHi Neighborhood,Denver,5,2,1.0,"Wifi,Heating,Kitchen",476,Entire townhouse,5 guests,5.0,4.81,1,999,59.0
Colorado,4226833,31+Night Rentals Only - April/June 2020 available,Leadville,2,3,1.5,"Wifi,Heating,Kitchen",297,Entire cabin,2 guests,5.0,4.94,31,150,60.0
Colorado,24038719,Mountain Cabin Apt w/Private Entrance Scenic Views,Golden,2,1,1.0,"Wifi,Heating,Kitchen",199,Entire guest suite,2 guests,5.0,4.86,1,28,75.0
Colorado,8904463,Cabin #4 2 bedrooms in Grand Lake w/ Hot Tub,Grand Lake,6,3,1.0,"Hot tub,Wifi,Heating,Kitchen",583,Entire cabin,6 guests,5.0,4.9,1,1125,89.0
Colorado,9745676,Private Room 1 - 1 mi from gondola,Breckenridge,2,1,1.0,"Hot tub,Wifi,Heating,Kitchen",180,Private room in house,2 guests,5.0,4.92,2,28,60.0
Colorado,21503325,Relax &amp; Style basement,Aurora,5,2,1.0,"Wifi,Heating",339,Entire apartment,5 guests,5.0,4.93,1,1125,62.0
Colorado,15336744,"Charming, rustic cabin in Boulder Canyon #1",Boulder,2,1,1.0,"Wifi,Heating,Kitchen",332,Entire apartment,2 guests,5.0,4.97,1,21,99.0
Colorado,112621,Rustic Cabin near Old-Town,Fort Collins,3,1,1.5,"Wifi,Heating,Kitchen",786,Entire guesthouse,3 guests,5.0,4.74,1,14,49.0
Colorado,13334760,Romantic &amp; Rustic Rocky Mtn Home with Sunrise View,Golden,4,1,1.0,"Hot tub,Wifi,Heating,Kitchen",298,Entire cabin,4 guests,5.0,4.87,1,1125,150.0
Colorado,19761874,Chill private room in fun shared 420 house,Denver,2,1,1.0,"Wifi,Heating,Kitchen",254,Private room in house,2 guests,5.0,4.8,1,30,36.0
Colorado,9745676,Private Room 1 - 1 mi from gondola,Breckenridge,2,1,1.0,"Hot tub,Wifi,Heating,Kitchen",180,Private room in house,2 guests,5.0,4.92,2,28,64.0
Colorado,19503543,Central Denver Oasis with HOT TUB !!!,Denver,9,5,2.0,"Hot tub,Wifi,Heating,Kitchen",255,Entire apartment,9 guests,5.0,4.89,1,1125,119.0
Colorado,27906037,"The Best of Breck, Close to Town and Mountain",Breckenridge,4,2,1.0,"Hot tub,Wifi,Heating,Kitchen",95,Entire condominium,4 guests,5.0,4.94,2,1125,59.0
Colorado,12806669,Clean&amp;Comfy Studio *no cleaning fee* - DTC,Greenwood Village,2,1,1.0,"Wifi,Heating",374,Entire apartment,2 guests,5.0,4.79,2,21,60.0
Colorado,5495105,European Cottage in Downtown,Colorado Springs,4,1,1.0,"Wifi,Heating,Kitchen",268,Entire townhouse,4 guests,5.0,4.93,1,1125,69.0
Colorado,10494162,Charming Guesthouse Close to Downtown.,Denver,2,1,1.0,"Wifi,Heating,Kitchen",293,Entire guesthouse,2 guests,5.0,4.93,2,1125,70.0
Colorado,9315054,The Fortress at Pikes Peak Cripple Creek Wifi/Spa,Cripple Creek,10,7,2.0,"Hot tub,Wifi,Heating,Kitchen",142,Entire cabin,10 guests,5.0,4.92,2,28,115.0
Colorado,23487330,Darling Colorado Sweetheart Cabin!,Glade Park,2,2,0.5,,260,Farm stay,2 guests,5.0,4.92,1,1125,40.0
Colorado,27992715,Centrally Located Private Suite w/ Hot Tub &amp; More!,Aurora,3,2,1.0,"Hot tub,Wifi,Heating,Kitchen",169,Entire guest suite,3 guests,5.0,4.89,1,1125,89.0
